edge,role,state,status,tar,job_id,job_name,comment,success,scf,stage,energy_Eh
R05E002,P,N,success,archive3595(1).tar,3598,R05E002_P_N,P05 StateFlux Round05 V4 | edge=R05E002 | LTKBID=LT00848 | compound=Protriptyline hydrochloride | class=dealkylation | role=P | state=N | source=existing_xTB | smiles=CNCCCC1c2ccccc2C=Cc2ccccc21,True,8,0,-791.18376354
R05E003,M,ANI,success,archive3595(1).tar,3704,R05E003_M_ANI,P05 StateFlux Round05 V4 | edge=R05E003 | LTKBID=LT01861 | compound=Viloxazine hydrochloride | class=dealkylation | role=M | state=ANI | source=existing_xTB_R05A | smiles=Oc1ccccc1OCC1CNCCO1,True,8,0,-708.41442499
R05E003,M,CAT,success,archive3595(1).tar,3656,R05E003_M_CAT,P05 StateFlux Round05 V4 | edge=R05E003 | LTKBID=LT01861 | compound=Viloxazine hydrochloride | class=dealkylation | role=M | state=CAT | source=existing_xTB_R05A | smiles=Oc1ccccc1OCC1CNCCO1,True,8,0,-708.18204654
R05E003,M,N,success,archive3595(1).tar,3599,R05E003_M_N,P05 StateFlux Round05 V4 | edge=R05E003 | LTKBID=LT01861 | compound=Viloxazine hydrochloride | class=dealkylation | role=M | state=N | source=existing_xTB_R05A | smiles=Oc1ccccc1OCC1CNCCO1,True,8,0,-708.3975326
R05E003,P,ANI,success,archive3595(1).tar,3705,R05E003_P_ANI,P05 StateFlux Round05 V4 | edge=R05E003 | LTKBID=LT01861 | compound=Viloxazine hydrochloride | class=dealkylation | role=P | state=ANI | source=existing_xTB | smiles=CCOc1ccccc1OCC1CNCCO1,True,8,0,-787.01771808
R05E003,P,CAT,success,archive3595(1).tar,3657,R05E003_P_CAT,P05 StateFlux Round05 V4 | edge=R05E003 | LTKBID=LT01861 | compound=Viloxazine hydrochloride | class=dealkylation | role=P | state=CAT | source=existing_xTB | smiles=CCOc1ccccc1OCC1CNCCO1,True,8,0,-786.75747658
R05E003,P,N,success,archive3595(1).tar,3600,R05E003_P_N,P05 StateFlux Round05 V4 | edge=R05E003 | LTKBID=LT01861 | compound=Viloxazine hydrochloride | class=dealkylation | role=P | state=N | source=existing_xTB | smiles=CCOc1ccccc1OCC1CNCCO1,True,8,0,-786.99377881
R05E004,M,ANI,success,archive3595(1).tar,3706,R05E004_M_ANI,P05 StateFlux Round05 V4 | edge=R05E004 | LTKBID=LT02055 | compound=Pamabrom | class=dealkylation | role=M | state=ANI | source=existing_xTB | smiles=Cn1c(=O)[nH]c2nc(Br)[nH]c2c1=O,True,8,0,-3174.96602237
R05E004,M,CAT,success,archive3595(1).tar,3658,R05E004_M_CAT,P05 StateFlux Round05 V4 | edge=R05E004 | LTKBID=LT02055 | compound=Pamabrom | class=dealkylation | role=M | state=CAT | source=existing_xTB | smiles=Cn1c(=O)[nH]c2nc(Br)[nH]c2c1=O,True,8,0,-3174.67182976
R05E004,M,N,success,archive3595(1).tar,3601,R05E004_M_N,P05 StateFlux Round05 V4 | edge=R05E004 | LTKBID=LT02055 | compound=Pamabrom | class=dealkylation | role=M | state=N | source=existing_xTB | smiles=Cn1c(=O)[nH]c2nc(Br)[nH]c2c1=O,True,8,0,-3174.90963573
R05E004,P,ANI,success,archive3595(1).tar,3707,R05E004_P_ANI,P05 StateFlux Round05 V4 | edge=R05E004 | LTKBID=LT02055 | compound=Pamabrom | class=dealkylation | role=P | state=ANI | source=existing_xTB | smiles=Cn1c(=O)c2[nH]c(Br)nc2n(C)c1=O,True,8,0,-3214.26066393
