edge,role,state,status,tar,job_id,job_name,comment,success,scf,stage,energy_Eh
R05E013,M,N,success,archive3595(1).tar,3620,R05E013_M_N,P05 StateFlux Round05 V4 | edge=R05E013 | LTKBID=LT03770 | compound=Tecovirimat | class=oxidation | role=M | state=N | source=existing_xTB | smiles=O=C(NN1C(=O)[C@@H]2[C@@H]3C=C[C@@H]([C@H]4C[C@@H]34)[C@@H]2C1=O)C1=CC=C(C(F)(F)F)C2OC12,True,8,0,-1442.51379427
R05E013,P,ANI,success,archive3595(1).tar,3725,R05E013_P_ANI,P05 StateFlux Round05 V4 | edge=R05E013 | LTKBID=LT03770 | compound=Tecovirimat | class=oxidation | role=P | state=ANI | source=existing_xTB | smiles=O=C(NN1C(=O)[C@@H]2[C@@H]3C=C[C@@H]([C@H]4C[C@@H]34)[C@@H]2C1=O)c1ccc(C(F)(F)F)cc1,True,8,0,-1367.45056698
R05E013,P,CAT,success,archive3595(1).tar,3677,R05E013_P_CAT,P05 StateFlux Round05 V4 | edge=R05E013 | LTKBID=LT03770 | compound=Tecovirimat | class=oxidation | role=P | state=CAT | source=existing_xTB | smiles=O=C(NN1C(=O)[C@@H]2[C@@H]3C=C[C@@H]([C@H]4C[C@@H]34)[C@@H]2C1=O)c1ccc(C(F)(F)F)cc1,True,8,0,-1367.12150577
R05E013,P,N,success,archive3595(1).tar,3621,R05E013_P_N,P05 StateFlux Round05 V4 | edge=R05E013 | LTKBID=LT03770 | compound=Tecovirimat | class=oxidation | role=P | state=N | source=existing_xTB | smiles=O=C(NN1C(=O)[C@@H]2[C@@H]3C=C[C@@H]([C@H]4C[C@@H]34)[C@@H]2C1=O)c1ccc(C(F)(F)F)cc1,True,8,0,-1367.37765167
R05E014,M,ANI,success,archive3595(1).tar,3726,R05E014_M_ANI,P05 StateFlux Round05 V4 | edge=R05E014 | LTKBID=LT00004 | compound=Acetaminophen | class=oxidation | role=M | state=ANI | source=existing_xTB | smiles=CC(=O)N=C1C=CC(=O)C=C1,True,8,0,-514.2199126
R05E014,M,CAT,success,archive3595(1).tar,3678,R05E014_M_CAT,P05 StateFlux Round05 V4 | edge=R05E014 | LTKBID=LT00004 | compound=Acetaminophen | class=oxidation | role=M | state=CAT | source=existing_xTB | smiles=CC(=O)N=C1C=CC(=O)C=C1,True,8,0,-513.80720387
R05E014,M,N,success,archive3595(1).tar,3622,R05E014_M_N,P05 StateFlux Round05 V4 | edge=R05E014 | LTKBID=LT00004 | compound=Acetaminophen | class=oxidation | role=M | state=N | source=existing_xTB | smiles=CC(=O)N=C1C=CC(=O)C=C1,True,8,0,-514.07923187
R05E014,P,ANI,success,archive3595(1).tar,3727,R05E014_P_ANI,P05 StateFlux Round05 V4 | edge=R05E014 | LTKBID=LT00004 | compound=Acetaminophen | class=oxidation | role=P | state=ANI | source=existing_xTB | smiles=CC(=O)Nc1ccc(O)cc1,True,8,0,-515.37376252
R05E014,P,CAT,success,archive3595(1).tar,3679,R05E014_P_CAT,P05 StateFlux Round05 V4 | edge=R05E014 | LTKBID=LT00004 | compound=Acetaminophen | class=oxidation | role=P | state=CAT | source=existing_xTB | smiles=CC(=O)Nc1ccc(O)cc1,True,8,0,-515.13831287
R05E014,P,N,success,archive3595(1).tar,3623,R05E014_P_N,P05 StateFlux Round05 V4 | edge=R05E014 | LTKBID=LT00004 | compound=Acetaminophen | class=oxidation | role=P | state=N | source=existing_xTB | smiles=CC(=O)Nc1ccc(O)cc1,True,8,0,-515.34730421
R05E015,M,ANI,success,archive3595(1).tar,3728,R05E015_M_ANI,P05 StateFlux Round05 V4 | edge=R05E015 | LTKBID=LT00160 | compound=Valproic acid | class=oxidation | role=M | state=ANI | source=existing_xTB | smiles=CCCC(CC(C)O)C(=O)O,True,8,0,-540.05304454
R05E015,M,CAT,success,archive3595(1).tar,3680,R05E015_M_CAT,P05 StateFlux Round05 V4 | edge=R05E015 | LTKBID=LT00160 | compound=Valproic acid | class=oxidation | role=M | state=CAT | source=existing_xTB | smiles=CCCC(CC(C)O)C(=O)O,True,8,0,-539.77339385
R05E015,M,N,success,archive3595(1).tar,3624,R05E015_M_N,P05 StateFlux Round05 V4 | edge=R05E015 | LTKBID=LT00160 | compound=Valproic acid | class=oxidation | role=M | state=N | source=existing_xTB | smiles=CCCC(CC(C)O)C(=O)O,True,8,0,-540.0479953
R05E015,P,ANI,success,archive3595(1).tar,3729,R05E015_P_ANI,P05 StateFlux Round05 V4 | edge=R05E015 | LTKBID=LT00160 | compound=Valproic acid | class=oxidation | role=P | state=ANI | source=existing_xTB | smiles=CCCC(CCC)C(=O)O,True,8,0,-464.8564735
R05E015,P,CAT,success,archive3595(1).tar,3681,R05E015_P_CAT,P05 StateFlux Round05 V4 | edge=R05E015 | LTKBID=LT00160 | compound=Valproic acid | class=oxidation | role=P | state=CAT | source=existing_xTB | smiles=CCCC(CCC)C(=O)O,True,8,0,-464.5579775
R05E015,P,N,success,archive3595(1).tar,3625,R05E015_P_N,P05 StateFlux Round05 V4 | edge=R05E015 | LTKBID=LT00160 | compound=Valproic acid | class=oxidation | role=P | state=N | source=existing_xTB | smiles=CCCC(CCC)C(=O)O,True,8,0,-464.84591232
R05E016,M,ANI,success,archive3595(1).tar,3730,R05E016_M_ANI,P05 StateFlux Round05 V4 | edge=R05E016 | LTKBID=LT00696 | compound=Isaxonine | class=oxidation | role=M | state=ANI | source=existing_xTB | smiles=CC(CO)Nc1ncccn1,True,8,0,-512.76613685
R05E016,M,CAT,success,archive3595(1).tar,3682,R05E016_M_CAT,P05 StateFlux Round05 V4 | edge=R05E016 | LTKBID=LT00696 | compound=Isaxonine | class=oxidation | role=M | state=CAT | source=existing_xTB | smiles=CC(CO)Nc1ncccn1,True,8,0,-512.49138167
R05E016,M,N,success,archive3595(1).tar,3626,R05E016_M_N,P05 StateFlux Round05 V4 | edge=R05E016 | LTKBID=LT00696 | compound=Isaxonine | class=oxidation | role=M | state=N | source=existing_xTB | smiles=CC(CO)Nc1ncccn1,True,8,0,-512.71302352
R05E016,P,ANI,success,archive3595(1).tar,3731,R05E016_P_ANI,P05 StateFlux Round05 V4 | edge=R05E016 | LTKBID=LT00696 | compound=Isaxonine | class=oxidation | role=P | state=ANI | source=existing_xTB | smiles=CC(C)Nc1ncccn1,True,8,0,-437.561057
R05E016,P,CAT,success,archive3595(1).tar,3683,R05E016_P_CAT,P05 StateFlux Round05 V4 | edge=R05E016 | LTKBID=LT00696 | compound=Isaxonine | class=oxidation | role=P | state=CAT | source=existing_xTB | smiles=CC(C)Nc1ncccn1,True,8,0,-437.29668809
R05E016,P,N,success,archive3595(1).tar,3627,R05E016_P_N,P05 StateFlux Round05 V4 | edge=R05E016 | LTKBID=LT00696 | compound=Isaxonine | class=oxidation | role=P | state=N | source=existing_xTB | smiles=CC(C)Nc1ncccn1,True,8,0,-437.51297109
R05E017,M,ANI,success,archive3595(1).tar,3732,R05E017_M_ANI,P05 StateFlux Round05 V4 | edge=R05E017 | LTKBID=LT00024 | compound=Mannitol | class=phaseII_conjugation | role=M | state=ANI | source=existing_xTB | smiles=O=C(O)C1OC(OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)C(O)C(O)C1O,True,8,0,-1372.86803592
R05E017,M,CAT,success,archive3595(1).tar,3684,R05E017_M_CAT,P05 StateFlux Round05 V4 | edge=R05E017 | LTKBID=LT00024 | compound=Mannitol | class=phaseII_conjugation | role=M | state=CAT | source=existing_xTB | smiles=O=C(O)C1OC(OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)C(O)C(O)C1O,True,8,0,-1372.58052625
R05E017,M,N,success,archive3595(1).tar,3628,R05E017_M_N,P05 StateFlux Round05 V4 | edge=R05E017 | LTKBID=LT00024 | compound=Mannitol | class=phaseII_conjugation | role=M | state=N | source=existing_xTB | smiles=O=C(O)C1OC(OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)C(O)C(O)C1O,True,8,0,-1372.84763834
R05E017,P,ANI,success,archive3595(1).tar,3733,R05E017_P_ANI,P05 StateFlux Round05 V4 | edge=R05E017 | LTKBID=LT00024 | compound=Mannitol | class=phaseII_conjugation | role=P | state=ANI | source=existing_xTB | smiles=OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,True,8,0,-688.21675216
R05E017,P,CAT,success,archive3595(1).tar,3685,R05E017_P_CAT,P05 StateFlux Round05 V4 | edge=R05E017 | LTKBID=LT00024 | compound=Mannitol | class=phaseII_conjugation | role=P | state=CAT | source=existing_xTB | smiles=OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,True,8,0,-687.95445328
R05E017,P,N,success,archive3595(1).tar,3629,R05E017_P_N,P05 StateFlux Round05 V4 | edge=R05E017 | LTKBID=LT00024 | compound=Mannitol | class=phaseII_conjugation | role=P | state=N | source=existing_xTB | smiles=OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,True,8,0,-688.21503969
R05E018,M,ANI,success,archive3757 (1).tar,3781,R05E018_M_ANI_RESCUE2,P05 StateFlux Round05 V4 RESCUE2 | edge=R05E018 | LTKBID=LT01262 | compound=Sapropterin dihydrochloride | class=phaseII_conjugation | role=M | state=ANI | source=existing_xTB | smiles=C[C@H](O)[C@H](OC1OC(C(=O)O)C(O)C(O)C1O)[C@H]1CNc2nc(N)[nH]c(=O)c2N1,True,7,2,-1535.89952311
R05E018,M,CAT,success,archive3595(1).tar,3686,R05E018_M_CAT,P05 StateFlux Round05 V4 | edge=R05E018 | LTKBID=LT01262 | compound=Sapropterin dihydrochloride | class=phaseII_conjugation | role=M | state=CAT | source=existing_xTB | smiles=C[C@H](O)[C@H](OC1OC(C(=O)O)C(O)C(O)C1O)[C@H]1CNc2nc(N)[nH]c(=O)c2N1,True,8,0,-1535.70378026
R05E018,M,N,success,archive3595(1).tar,3630,R05E018_M_N,P05 StateFlux Round05 V4 | edge=R05E018 | LTKBID=LT01262 | compound=Sapropterin dihydrochloride | class=phaseII_conjugation | role=M | state=N | source=existing_xTB | smiles=C[C@H](O)[C@H](OC1OC(C(=O)O)C(O)C(O)C1O)[C@H]1CNc2nc(N)[nH]c(=O)c2N1,True,8,0,-1535.88018029
R05E018,P,ANI,success,archive3595(1).tar,3735,R05E018_P_ANI,P05 StateFlux Round05 V4 | edge=R05E018 | LTKBID=LT01262 | compound=Sapropterin dihydrochloride | class=phaseII_conjugation | role=P | state=ANI | source=existing_xTB | smiles=C[C@H](O)[C@H](O)[C@H]1CNc2nc(N)[nH]c(=O)c2N1,True,8,0,-851.27084344
R05E018,P,CAT,success,archive3595(1).tar,3687,R05E018_P_CAT,P05 StateFlux Round05 V4 | edge=R05E018 | LTKBID=LT01262 | compound=Sapropterin dihydrochloride | class=phaseII_conjugation | role=P | state=CAT | source=existing_xTB | smiles=C[C@H](O)[C@H](O)[C@H]1CNc2nc(N)[nH]c(=O)c2N1,True,8,0,-851.07430869
R05E018,P,N,success,archive3595(1).tar,3631,R05E018_P_N,P05 StateFlux Round05 V4 | edge=R05E018 | LTKBID=LT01262 | compound=Sapropterin dihydrochloride | class=phaseII_conjugation | role=P | state=N | source=existing_xTB | smiles=C[C@H](O)[C@H](O)[C@H]1CNc2nc(N)[nH]c(=O)c2N1,True,8,0,-851.25031558
R05E019,M,ANI,success,archive3595(1).tar,3736,R05E019_M_ANI,P05 StateFlux Round05 V4 | edge=R05E019 | LTKBID=LT01486 | compound=Levocarnitine | class=phaseII_conjugation | role=M | state=ANI | source=existing_xTB | smiles=C[N+](C)(C)C[C@@H](CC(=O)O)OS(=O)(=O)[O-],True,8,0,-1179.82909879
R05E019,M,CAT,success,archive3595(1).tar,3688,R05E019_M_CAT,P05 StateFlux Round05 V4 | edge=R05E019 | LTKBID=LT01486 | compound=Levocarnitine | class=phaseII_conjugation | role=M | state=CAT | source=existing_xTB | smiles=C[N+](C)(C)C[C@@H](CC(=O)O)OS(=O)(=O)[O-],True,8,0,-1179.52964209
R05E019,M,N,success,archive3595(1).tar,3632,R05E019_M_N,P05 StateFlux Round05 V4 | edge=R05E019 | LTKBID=LT01486 | compound=Levocarnitine | class=phaseII_conjugation | role=M | state=N | source=existing_xTB | smiles=C[N+](C)(C)C[C@@H](CC(=O)O)OS(=O)(=O)[O-],True,8,0,-1179.81378691
R05E019,P,ANI,success,archive3595(1).tar,3737,R05E019_P_ANI,P05 StateFlux Round05 V4 | edge=R05E019 | LTKBID=LT01486 | compound=Levocarnitine | class=phaseII_conjugation | role=P | state=ANI | source=existing_xTB | smiles=C[N+](C)(C)C[C@H](O)CC(=O)[O-],True,8,0,-556.06180704
R05E019,P,CAT,success,archive3595(1).tar,3689,R05E019_P_CAT,P05 StateFlux Round05 V4 | edge=R05E019 | LTKBID=LT01486 | compound=Levocarnitine | class=phaseII_conjugation | role=P | state=CAT | source=existing_xTB | smiles=C[N+](C)(C)C[C@H](O)CC(=O)[O-],True,8,0,-555.82339499
R05E019,P,N,success,archive3595(1).tar,3633,R05E019_P_N,P05 StateFlux Round05 V4 | edge=R05E019 | LTKBID=LT01486 | compound=Levocarnitine | class=phaseII_conjugation | role=P | state=N | source=existing_xTB | smiles=C[N+](C)(C)C[C@H](O)CC(=O)[O-],True,8,0,-556.06732481
R05E020,M,ANI,success,archive3595(1).tar,3738,R05E020_M_ANI,P05 StateFlux Round05 V4 | edge=R05E020 | LTKBID=LT02009 | compound=Vitamin C | class=phaseII_conjugation | role=M | state=ANI | source=existing_xTB | smiles=O=C1O[C@H]([C@@H](O)COC2OC(C(=O)O)C(O)C(O)C2O)C(O)=C1O,True,8,0,-1369.28138603
R05E020,M,CAT,success,archive3595(1).tar,3690,R05E020_M_CAT,P05 StateFlux Round05 V4 | edge=R05E020 | LTKBID=LT02009 | compound=Vitamin C | class=phaseII_conjugation | role=M | state=CAT | source=existing_xTB | smiles=O=C1O[C@H]([C@@H](O)COC2OC(C(=O)O)C(O)C(O)C2O)C(O)=C1O,True,8,0,-1369.00492122
R05E020,M,N,success,archive3595(1).tar,3634,R05E020_M_N,P05 StateFlux Round05 V4 | edge=R05E020 | LTKBID=LT02009 | compound=Vitamin C | class=phaseII_conjugation | role=M | state=N | source=existing_xTB | smiles=O=C1O[C@H]([C@@H](O)COC2OC(C(=O)O)C(O)C(O)C2O)C(O)=C1O,True,8,0,-1369.23552826
R05E020,P,ANI,success,archive3595(1).tar,3739,R05E020_P_ANI,P05 StateFlux Round05 V4 | edge=R05E020 | LTKBID=LT02009 | compound=Vitamin C | class=phaseII_conjugation | role=P | state=ANI | source=existing_xTB | smiles=O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,True,8,0,-684.65308319
R05E020,P,CAT,success,archive3595(1).tar,3691,R05E020_P_CAT,P05 StateFlux Round05 V4 | edge=R05E020 | LTKBID=LT02009 | compound=Vitamin C | class=phaseII_conjugation | role=P | state=CAT | source=existing_xTB | smiles=O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,True,8,0,-684.37167708
R05E020,P,N,success,archive3595(1).tar,3635,R05E020_P_N,P05 StateFlux Round05 V4 | edge=R05E020 | LTKBID=LT02009 | compound=Vitamin C | class=phaseII_conjugation | role=P | state=N | source=existing_xTB | smiles=O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,True,8,0,-684.60415815
R05E021,M,ANI,success,archive3595(1).tar,3740,R05E021_M_ANI,P05 StateFlux Round05 V4 | edge=R05E021 | LTKBID=LT00003 | compound=Mercaptopurine | class=phaseII_conjugation | role=M | state=ANI | source=existing_xTB | smiles=CSc1ncnc2nc[nH]c12,True,8,0,-849.36685733
R05E021,M,CAT,success,archive3595(1).tar,3692,R05E021_M_CAT,P05 StateFlux Round05 V4 | edge=R05E021 | LTKBID=LT00003 | compound=Mercaptopurine | class=phaseII_conjugation | role=M | state=CAT | source=existing_xTB | smiles=CSc1ncnc2nc[nH]c12,True,8,0,-849.06775183
R05E021,M,N,success,archive3595(1).tar,3643,R05E021_M_N,P05 StateFlux Round05 V4 | edge=R05E021 | LTKBID=LT00003 | compound=Mercaptopurine | class=phaseII_conjugation | role=M | state=N | source=existing_xTB | smiles=CSc1ncnc2nc[nH]c12,True,8,0,-849.30562907
R05E021,P,ANI,success,archive3595(1).tar,3741,R05E021_P_ANI,P05 StateFlux Round05 V4 | edge=R05E021 | LTKBID=LT00003 | compound=Mercaptopurine | class=phaseII_conjugation | role=P | state=ANI | source=existing_xTB | smiles=Sc1ncnc2nc[nH]c12,True,8,0,-810.06741997
R05E021,P,CAT,success,archive3595(1).tar,3693,R05E021_P_CAT,P05 StateFlux Round05 V4 | edge=R05E021 | LTKBID=LT00003 | compound=Mercaptopurine | class=phaseII_conjugation | role=P | state=CAT | source=existing_xTB | smiles=Sc1ncnc2nc[nH]c12,True,8,0,-809.75155759
R05E021,P,N,success,archive3595(1).tar,3644,R05E021_P_N,P05 StateFlux Round05 V4 | edge=R05E021 | LTKBID=LT00003 | compound=Mercaptopurine | class=phaseII_conjugation | role=P | state=N | source=existing_xTB | smiles=Sc1ncnc2nc[nH]c12,True,8,0,-810.00186192
R05E022,M,ANI,success,archive3783(1).tar,3785,R05E022_M_ANI_RESCUE3,P05 StateFlux Round05 V4 RESCUE3 | edge=R05E022 | LTKBID=LT00845 | compound=Oxandrolone | class=phaseII_conjugation | role=M | state=ANI | source=existing_xTB | smiles=C[C@]12COC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)OC1OC(C(=O)O)C(O)C(O)C1O,True,5,3,-1652.21352352
R05E022,M,CAT,success,archive3757 (1).tar,3774,R05E022_M_CAT_RESCUE2,P05 StateFlux Round05 V4 RESCUE2 | edge=R05E022 | LTKBID=LT00845 | compound=Oxandrolone | class=phaseII_conjugation | role=M | state=CAT | source=existing_xTB | smiles=C[C@]12COC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)OC1OC(C(=O)O)C(O)C(O)C1O,True,7,2,-1651.91496028
R05E022,M,N,success,archive3595(1).tar,3645,R05E022_M_N,P05 StateFlux Round05 V4 | edge=R05E022 | LTKBID=LT00845 | compound=Oxandrolone | class=phaseII_conjugation | role=M | state=N | source=existing_xTB | smiles=C[C@]12COC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)OC1OC(C(=O)O)C(O)C(O)C1O,True,8,0,-1652.18938869
R05E022,P,ANI,success,archive3595(1).tar,3743,R05E022_P_ANI,P05 StateFlux Round05 V4 | edge=R05E022 | LTKBID=LT00845 | compound=Oxandrolone | class=phaseII_conjugation | role=P | state=ANI | source=existing_xTB | smiles=C[C@]12COC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,True,8,0,-967.58252647
R05E022,P,CAT,success,archive3595(1).tar,3695,R05E022_P_CAT,P05 StateFlux Round05 V4 | edge=R05E022 | LTKBID=LT00845 | compound=Oxandrolone | class=phaseII_conjugation | role=P | state=CAT | source=existing_xTB | smiles=C[C@]12COC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,True,8,0,-967.29877295
R05E022,P,N,success,archive3595(1).tar,3646,R05E022_P_N,P05 StateFlux Round05 V4 | edge=R05E022 | LTKBID=LT00845 | compound=Oxandrolone | class=phaseII_conjugation | role=P | state=N | source=existing_xTB | smiles=C[C@]12COC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,True,8,0,-967.56708801
R05E023,M,ANI,success,archive3595(1).tar,3744,R05E023_M_ANI,P05 StateFlux Round05 V4 | edge=R05E023 | LTKBID=LT01345 | compound=Ethambutol hydrochloride | class=phaseII_conjugation | role=M | state=ANI | source=existing_xTB | smiles=CC[C@@H](CO)NCCN[C@@H](CC)COS(=O)(=O)O,True,8,0,-1279.0539345
R05E023,M,CAT,success,archive3595(1).tar,3696,R05E023_M_CAT,P05 StateFlux Round05 V4 | edge=R05E023 | LTKBID=LT01345 | compound=Ethambutol hydrochloride | class=phaseII_conjugation | role=M | state=CAT | source=existing_xTB | smiles=CC[C@@H](CO)NCCN[C@@H](CC)COS(=O)(=O)O,True,8,0,-1278.81857126
R05E023,M,N,success,archive3595(1).tar,3647,R05E023_M_N,P05 StateFlux Round05 V4 | edge=R05E023 | LTKBID=LT01345 | compound=Ethambutol hydrochloride | class=phaseII_conjugation | role=M | state=N | source=existing_xTB | smiles=CC[C@@H](CO)NCCN[C@@H](CC)COS(=O)(=O)O,True,8,0,-1279.05024658
R05E023,P,ANI,success,archive3595(1).tar,3745,R05E023_P_ANI,P05 StateFlux Round05 V4 | edge=R05E023 | LTKBID=LT01345 | compound=Ethambutol hydrochloride | class=phaseII_conjugation | role=P | state=ANI | source=existing_xTB | smiles=CC[C@@H](CO)NCCN[C@@H](CC)CO,True,8,0,-655.28989435
R05E023,P,CAT,success,archive3595(1).tar,3697,R05E023_P_CAT,P05 StateFlux Round05 V4 | edge=R05E023 | LTKBID=LT01345 | compound=Ethambutol hydrochloride | class=phaseII_conjugation | role=P | state=CAT | source=existing_xTB | smiles=CC[C@@H](CO)NCCN[C@@H](CC)CO,True,8,0,-655.06815899
R05E023,P,N,success,archive3595(1).tar,3648,R05E023_P_N,P05 StateFlux Round05 V4 | edge=R05E023 | LTKBID=LT01345 | compound=Ethambutol hydrochloride | class=phaseII_conjugation | role=P | state=N | source=existing_xTB | smiles=CC[C@@H](CO)NCCN[C@@H](CC)CO,True,8,0,-655.2868573
R05E024,M,ANI,success,archive3595(1).tar,3746,R05E024_M_ANI,P05 StateFlux Round05 V4 | edge=R05E024 | LTKBID=LT01651 | compound=Pentostatin | class=phaseII_conjugation | role=M | state=ANI | source=existing_xTB | smiles=O=C(O)C1OC(OC[C@H]2O[C@@H](n3cnc4c3N=CNC[C@H]4O)C[C@@H]2O)C(O)C(O)C1O,True,8,0,-1633.08641036
R05E024,M,CAT,success,archive3757 (1).tar,3775,R05E024_M_CAT_RESCUE2,P05 StateFlux Round05 V4 RESCUE2 | edge=R05E024 | LTKBID=LT01651 | compound=Pentostatin | class=phaseII_conjugation | role=M | state=CAT | source=existing_xTB | smiles=O=C(O)C1OC(OC[C@H]2O[C@@H](n3cnc4c3N=CNC[C@H]4O)C[C@@H]2O)C(O)C(O)C1O,True,7,2,-1632.87151143
R05E024,M,N,success,archive3595(1).tar,3650,R05E024_M_N,P05 StateFlux Round05 V4 | edge=R05E024 | LTKBID=LT01651 | compound=Pentostatin | class=phaseII_conjugation | role=M | state=N | source=existing_xTB | smiles=O=C(O)C1OC(OC[C@H]2O[C@@H](n3cnc4c3N=CNC[C@H]4O)C[C@@H]2O)C(O)C(O)C1O,True,8,0,-1633.06642398
R05E024,P,ANI,success,archive3595(1).tar,3747,R05E024_P_ANI,P05 StateFlux Round05 V4 | edge=R05E024 | LTKBID=LT01651 | compound=Pentostatin | class=phaseII_conjugation | role=P | state=ANI | source=existing_xTB | smiles=OC[C@H]1O[C@@H](n2cnc3c2N=CNC[C@H]3O)C[C@@H]1O,True,8,0,-948.46627182
R05E024,P,CAT,success,archive3595(1).tar,3699,R05E024_P_CAT,P05 StateFlux Round05 V4 | edge=R05E024 | LTKBID=LT01651 | compound=Pentostatin | class=phaseII_conjugation | role=P | state=CAT | source=existing_xTB | smiles=OC[C@H]1O[C@@H](n2cnc3c2N=CNC[C@H]3O)C[C@@H]1O,True,8,0,-948.2505333
R05E024,P,N,success,archive3595(1).tar,3651,R05E024_P_N,P05 StateFlux Round05 V4 | edge=R05E024 | LTKBID=LT01651 | compound=Pentostatin | class=phaseII_conjugation | role=P | state=N | source=existing_xTB | smiles=OC[C@H]1O[C@@H](n2cnc3c2N=CNC[C@H]3O)C[C@@H]1O,True,8,0,-948.44576306
