n,positives,negatives,auroc,auprc,balanced_accuracy,accuracy,precision,sensitivity,specificity,f1,mcc,brier,tp,tn,fp,fn,model,repeat,fold
76,31,45,0.864516129032258,0.8255322950187908,0.7637992831541218,0.75,0.65,0.8387096774193549,0.6888888888888889,0.7323943661971831,0.5192894081785566,0.17254111125356006,26,31,14,5,ECFP_FluxCore,2,2
76,31,45,0.8559139784946237,0.798645876007358,0.7637992831541218,0.75,0.65,0.8387096774193549,0.6888888888888889,0.7323943661971831,0.5192894081785566,0.17247626189946333,26,31,14,5,ECFP_StateFluxCore,2,2
74,31,43,0.6661665416354088,0.5258814181511757,0.6346586646661665,0.6486486486486487,0.5862068965517241,0.5483870967741935,0.7209302325581395,0.5666666666666667,0.2721912236745454,0.2312208270305366,17,31,12,14,ECFP,2,3
74,31,43,0.6076519129782446,0.4734031615159494,0.6481620405101276,0.6486486486486487,0.5714285714285714,0.6451612903225806,0.6511627906976745,0.6060606060606061,0.2928300861299223,0.2635408432497549,20,28,15,11,ECFP_StateCore,2,3
74,31,43,0.6466616654163542,0.5090128357677549,0.6042760690172544,0.6081081081081081,0.5294117647058824,0.5806451612903226,0.627906976744186,0.5538461538461539,0.20647157327055624,0.24978131021745206,18,27,16,13,ECFP_FluxCore,2,3
74,31,43,0.6106526631657915,0.4763153149080396,0.599774943735934,0.6081081081081081,0.53125,0.5483870967741935,0.6511627906976745,0.5396825396825397,0.19873159930454073,0.2685655826609581,17,28,15,14,ECFP_StateFluxCore,2,3
74,31,43,0.921980495123781,0.8874755695720247,0.8405851462865717,0.8513513513513513,0.8571428571428571,0.7741935483870968,0.9069767441860465,0.8135593220338984,0.6929674609295546,0.13603821003379304,24,39,4,7,ECFP,2,4
74,31,43,0.9317329332333084,0.8971517416230472,0.8657164291072768,0.8648648648648649,0.8181818181818182,0.8709677419354839,0.8604651162790697,0.84375,0.7260067235029324,0.12663325427880298,27,37,6,4,ECFP_StateCore,2,4
74,31,43,0.918979744936234,0.8824112108752452,0.8495873968492123,0.8513513513513513,0.8125,0.8387096774193549,0.8604651162790697,0.8253968253968254,0.6963077088414735,0.1284005995155993,26,37,6,5,ECFP_FluxCore,2,4
74,31,43,0.9257314328582145,0.8904081624020039,0.8657164291072768,0.8648648648648649,0.8181818181818182,0.8709677419354839,0.8604651162790697,0.84375,0.7260067235029324,0.12562895214251887,27,37,6,4,ECFP_StateFluxCore,2,4
