edge,role,state,status,tar,job_id,job_name,comment,success,scf,stage,energy_Eh,job_name2,LTKBID,compound,primary_label,broad_class,mechanism,charge,multiplicity,geometry_source,heavy_atoms,smiles,input_file,input_sha256
R05E007,M,CAT,success,archive3595(1).tar,3664,R05E007_M_CAT,P05 StateFlux Round05 V4 | edge=R05E007 | LTKBID=LT00672 | compound=Pazopanib hydrochloride | class=dealkylation | role=M | state=CAT | source=existing_xTB | smiles=Cc1ccc(Nc2nccc(Nc3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,True,8,0,-1706.04051116,R05E007_M_CAT,LT00672,Pazopanib hydrochloride,1.0,dealkylation,N-Dealkylation of mixed tertiary amine,1,2,existing_xTB,30,Cc1ccc(Nc2nccc(Nc3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,output_round05_v4/qchem_inputs/wave_B_cation/R05E007_M_CAT.in,debbb825583f87f8cf9fa61a9d62be7067b3e4d6c8054f618e03d9c6aa276562
R05E007,M,N,success,archive3595(1).tar,3607,7a,P05 StateFlux Round05 V4 | edge=R05E007 | LTKBID=LT00672 | compound=Pazopanib hydrochloride | class=dealkylation | role=M | state=N | source=existing_xTB | smiles=Cc1ccc(Nc2nccc(Nc3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,True,8,0,-1706.24199502,R05E007_M_N,LT00672,Pazopanib hydrochloride,1.0,dealkylation,N-Dealkylation of mixed tertiary amine,0,1,existing_xTB,30,Cc1ccc(Nc2nccc(Nc3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,output_round05_v4/qchem_inputs/wave_A_neutral/R05E007_M_N.in,8da26b17f82ba58dd7c72a80b92f452ba26d777a3e8629765aa7bc68dae55166
R05E007,P,ANI,success,archive3757 (1).tar,3776,R05E007_P_ANI_RESCUE2,P05 StateFlux Round05 V4 RESCUE2 | edge=R05E007 | LTKBID=LT00672 | compound=Pazopanib hydrochloride | class=dealkylation | role=P | state=ANI | source=existing_xTB | smiles=Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,True,7,2,-1745.58384236,R05E007_P_ANI,LT00672,Pazopanib hydrochloride,1.0,dealkylation,N-Dealkylation of mixed tertiary amine,-1,2,existing_xTB,31,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,output_round05_v4/qchem_inputs/wave_C_anion/R05E007_P_ANI.in,5d1e20124445c21116134994084c80ceac6d7a65f8a17dfe05b6951b455ba110
R05E007,P,CAT,success,archive3595(1).tar,3665,R05E007_P_CAT,P05 StateFlux Round05 V4 | edge=R05E007 | LTKBID=LT00672 | compound=Pazopanib hydrochloride | class=dealkylation | role=P | state=CAT | source=existing_xTB | smiles=Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,True,8,0,-1745.32958445,R05E007_P_CAT,LT00672,Pazopanib hydrochloride,1.0,dealkylation,N-Dealkylation of mixed tertiary amine,1,2,existing_xTB,31,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,output_round05_v4/qchem_inputs/wave_B_cation/R05E007_P_CAT.in,108d04c4d946cc0bcb445477f611e640b349ac56e44348fbe0426ae92bafc967
R05E007,P,N,success,archive3595(1).tar,3608,7p,P05 StateFlux Round05 V4 | edge=R05E007 | LTKBID=LT00672 | compound=Pazopanib hydrochloride | class=dealkylation | role=P | state=N | source=existing_xTB | smiles=Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,True,8,0,-1745.53398545,R05E007_P_N,LT00672,Pazopanib hydrochloride,1.0,dealkylation,N-Dealkylation of mixed tertiary amine,0,1,existing_xTB,31,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,output_round05_v4/qchem_inputs/wave_A_neutral/R05E007_P_N.in,f85f54433b8a5ea81f00d9c18dcedb5f09b23834ca686f9e9cd8c51f41f39edf
R05E008,M,ANI,success,archive3595(1).tar,3714,R05E008_M_ANI,P05 StateFlux Round05 V4 | edge=R05E008 | LTKBID=LT01680 | compound=Pirprofen | class=dealkylation | role=M | state=ANI | source=existing_xTB | smiles=CC(C(=O)O)c1ccc(NCC=CC=O)c(Cl)c1,True,8,0,-1244.26463414,R05E008_M_ANI,LT01680,Pirprofen,1.0,dealkylation,N-Dealkylation of mixed tertiary amine,-1,2,existing_xTB,18,CC(C(=O)O)c1ccc(NCC=CC=O)c(Cl)c1,output_round05_v4/qchem_inputs/wave_C_anion/R05E008_M_ANI.in,4642c750aad1258977a779a43337b24ac7a49c6a9a915f7d1bb2e4bc9bca704b
R05E008,M,CAT,success,archive3595(1).tar,3666,R05E008_M_CAT,P05 StateFlux Round05 V4 | edge=R05E008 | LTKBID=LT01680 | compound=Pirprofen | class=dealkylation | role=M | state=CAT | source=existing_xTB | smiles=CC(C(=O)O)c1ccc(NCC=CC=O)c(Cl)c1,True,8,0,-1243.98163289,R05E008_M_CAT,LT01680,Pirprofen,1.0,dealkylation,N-Dealkylation of mixed tertiary amine,1,2,existing_xTB,18,CC(C(=O)O)c1ccc(NCC=CC=O)c(Cl)c1,output_round05_v4/qchem_inputs/wave_B_cation/R05E008_M_CAT.in,68e6a5b11a73d82b4f1208c150fc1fab7ecf3f0cf1d21c2fd1103b41ef31fb0f
R05E008,M,N,success,archive3595(1).tar,3609,8m,P05 StateFlux Round05 V4 | edge=R05E008 | LTKBID=LT01680 | compound=Pirprofen | class=dealkylation | role=M | state=N | source=existing_xTB | smiles=CC(C(=O)O)c1ccc(NCC=CC=O)c(Cl)c1,True,8,0,-1244.18268976,R05E008_M_N,LT01680,Pirprofen,1.0,dealkylation,N-Dealkylation of mixed tertiary amine,0,1,existing_xTB,18,CC(C(=O)O)c1ccc(NCC=CC=O)c(Cl)c1,output_round05_v4/qchem_inputs/wave_A_neutral/R05E008_M_N.in,52eeba9789864f12860db76bd909490180194c61395cde8b8dbd609b04c57b21
R05E008,P,ANI,success,archive3595(1).tar,3715,R05E008_P_ANI,P05 StateFlux Round05 V4 | edge=R05E008 | LTKBID=LT01680 | compound=Pirprofen | class=dealkylation | role=P | state=ANI | source=existing_xTB | smiles=CC(C(=O)O)c1ccc(N2CC=CC2)c(Cl)c1,True,8,0,-1168.99668276,R05E008_P_ANI,LT01680,Pirprofen,1.0,dealkylation,N-Dealkylation of mixed tertiary amine,-1,2,existing_xTB,17,CC(C(=O)O)c1ccc(N2CC=CC2)c(Cl)c1,output_round05_v4/qchem_inputs/wave_C_anion/R05E008_P_ANI.in,b94fa4034cb452f482fb53b6f8015012b1ed66c5e42a6a80609baefcc331b534
R05E008,P,CAT,success,archive3595(1).tar,3667,R05E008_P_CAT,P05 StateFlux Round05 V4 | edge=R05E008 | LTKBID=LT01680 | compound=Pirprofen | class=dealkylation | role=P | state=CAT | source=existing_xTB | smiles=CC(C(=O)O)c1ccc(N2CC=CC2)c(Cl)c1,True,8,0,-1168.78190105,R05E008_P_CAT,LT01680,Pirprofen,1.0,dealkylation,N-Dealkylation of mixed tertiary amine,1,2,existing_xTB,17,CC(C(=O)O)c1ccc(N2CC=CC2)c(Cl)c1,output_round05_v4/qchem_inputs/wave_B_cation/R05E008_P_CAT.in,24a331be8dad21fdbd743878fbf69678e111c52bd295224c37230f02d561b81e
R05E008,P,N,success,archive3595(1).tar,3610,8p,P05 StateFlux Round05 V4 | edge=R05E008 | LTKBID=LT01680 | compound=Pirprofen | class=dealkylation | role=P | state=N | source=existing_xTB | smiles=CC(C(=O)O)c1ccc(N2CC=CC2)c(Cl)c1,True,8,0,-1168.96948215,R05E008_P_N,LT01680,Pirprofen,1.0,dealkylation,N-Dealkylation of mixed tertiary amine,0,1,existing_xTB,17,CC(C(=O)O)c1ccc(N2CC=CC2)c(Cl)c1,output_round05_v4/qchem_inputs/wave_A_neutral/R05E008_P_N.in,f4a90542d0e7f0f51e647ded3bf096487a9fa6bfd3405f8d8cd6970a52d42649
R05E009,M,ANI,success,archive3595(1).tar,3716,R05E009_M_ANI,P05 StateFlux Round05 V4 | edge=R05E009 | LTKBID=LT02033 | compound=Ximelagatran | class=dealkylation | role=M | state=ANI | source=existing_xTB_R05A | smiles=N/C(=N/O)c1ccc(CNC(=O)[C@@H]2CCN2C(=O)[C@H](N)C2CCCCC2)cc1,True,8,0,-1278.70596223,R05E009_M_ANI,LT02033,Ximelagatran,1.0,dealkylation,N-Dealkylation of acyclic secondary amine,-1,2,existing_xTB_R05A,28,N/C(=N/O)c1ccc(CNC(=O)[C@@H]2CCN2C(=O)[C@H](N)C2CCCCC2)cc1,output_round05_v4/qchem_inputs/wave_C_anion/R05E009_M_ANI.in,534942224187ec75a88491dc7c31ef461ca3cf075cfa9cabf4c4ee0cd4ff2468
R05E009,M,CAT,success,archive3595(1).tar,3668,R05E009_M_CAT,P05 StateFlux Round05 V4 | edge=R05E009 | LTKBID=LT02033 | compound=Ximelagatran | class=dealkylation | role=M | state=CAT | source=existing_xTB_R05A | smiles=N/C(=N/O)c1ccc(CNC(=O)[C@@H]2CCN2C(=O)[C@H](N)C2CCCCC2)cc1,True,8,0,-1278.44766369,R05E009_M_CAT,LT02033,Ximelagatran,1.0,dealkylation,N-Dealkylation of acyclic secondary amine,1,2,existing_xTB_R05A,28,N/C(=N/O)c1ccc(CNC(=O)[C@@H]2CCN2C(=O)[C@H](N)C2CCCCC2)cc1,output_round05_v4/qchem_inputs/wave_B_cation/R05E009_M_CAT.in,9c3233dd64e3e56da6b5e45f9501d3826db4fe62e32e2a37aaa7209e290768ed
R05E009,M,N,success,archive3595(1).tar,3611,9m,P05 StateFlux Round05 V4 | edge=R05E009 | LTKBID=LT02033 | compound=Ximelagatran | class=dealkylation | role=M | state=N | source=existing_xTB_R05A | smiles=N/C(=N/O)c1ccc(CNC(=O)[C@@H]2CCN2C(=O)[C@H](N)C2CCCCC2)cc1,True,8,0,-1278.66559747,R05E009_M_N,LT02033,Ximelagatran,1.0,dealkylation,N-Dealkylation of acyclic secondary amine,0,1,existing_xTB_R05A,28,N/C(=N/O)c1ccc(CNC(=O)[C@@H]2CCN2C(=O)[C@H](N)C2CCCCC2)cc1,output_round05_v4/qchem_inputs/wave_A_neutral/R05E009_M_N.in,e508a2c88d950317179f0cc154b907bbfd9b7ea528d95fbacf2160f7ae77d5f2
R05E009,P,ANI,success,archive3783(1).tar,3783,R05E009_P_ANI_RESCUE3,P05 StateFlux Round05 V4 RESCUE3 | edge=R05E009 | LTKBID=LT02033 | compound=Ximelagatran | class=dealkylation | role=P | state=ANI | source=existing_xTB | smiles=CCOC(=O)CN[C@@H](C(=O)N1CC[C@H]1C(=O)NCc1ccc(/C(N)=N\O)cc1)C1CCCCC1,True,5,3,-1585.1283361,R05E009_P_ANI,LT02033,Ximelagatran,1.0,dealkylation,N-Dealkylation of acyclic secondary amine,-1,2,existing_xTB,34,CCOC(=O)CN[C@@H](C(=O)N1CC[C@H]1C(=O)NCc1ccc(/C(N)=N\O)cc1)C1CCCCC1,output_round05_v4/qchem_inputs/wave_C_anion/R05E009_P_ANI.in,26690d314f75d7402eb738e2931f8ef0881c34a50f80772e2aced6c127e142a5
R05E009,P,CAT,success,archive3595(1).tar,3669,R05E009_P_CAT,P05 StateFlux Round05 V4 | edge=R05E009 | LTKBID=LT02033 | compound=Ximelagatran | class=dealkylation | role=P | state=CAT | source=existing_xTB | smiles=CCOC(=O)CN[C@@H](C(=O)N1CC[C@H]1C(=O)NCc1ccc(/C(N)=N\O)cc1)C1CCCCC1,True,8,0,-1584.86800798,R05E009_P_CAT,LT02033,Ximelagatran,1.0,dealkylation,N-Dealkylation of acyclic secondary amine,1,2,existing_xTB,34,CCOC(=O)CN[C@@H](C(=O)N1CC[C@H]1C(=O)NCc1ccc(/C(N)=N\O)cc1)C1CCCCC1,output_round05_v4/qchem_inputs/wave_B_cation/R05E009_P_CAT.in,fbfc1a6c3bc0024aa0272fe6888a89f037bc7058f90043bb23c04f35df53397d
R05E009,P,N,success,archive3595(1).tar,3612,9p,P05 StateFlux Round05 V4 | edge=R05E009 | LTKBID=LT02033 | compound=Ximelagatran | class=dealkylation | role=P | state=N | source=existing_xTB | smiles=CCOC(=O)CN[C@@H](C(=O)N1CC[C@H]1C(=O)NCc1ccc(/C(N)=N\O)cc1)C1CCCCC1,True,8,0,-1585.08562752,R05E009_P_N,LT02033,Ximelagatran,1.0,dealkylation,N-Dealkylation of acyclic secondary amine,0,1,existing_xTB,34,CCOC(=O)CN[C@@H](C(=O)N1CC[C@H]1C(=O)NCc1ccc(/C(N)=N\O)cc1)C1CCCCC1,output_round05_v4/qchem_inputs/wave_A_neutral/R05E009_P_N.in,a92ed50b4881865970a0a6e13c578e350517d22868e982ad1aaf6457173236c0
R05E010,M,ANI,success,archive3783(1).tar,3784,R05E010_M_ANI_RESCUE3,P05 StateFlux Round05 V4 RESCUE3 | edge=R05E010 | LTKBID=LT03606 | compound=Ribociclib succinate | class=dealkylation | role=M | state=ANI | source=existing_xTB | smiles=CN(C)C(=O)c1cc2cnc(Nc3ccc(NCCNCC=O)cn3)nc2n1C1CCCC1,True,5,3,-1482.64092179,R05E010_M_ANI,LT03606,Ribociclib succinate,1.0,dealkylation,N-Dealkylation of mixed tertiary amine,-1,2,existing_xTB,33,CN(C)C(=O)c1cc2cnc(Nc3ccc(NCCNCC=O)cn3)nc2n1C1CCCC1,output_round05_v4/qchem_inputs/wave_C_anion/R05E010_M_ANI.in,708404771f6b77eb91f3357b265501f8a31cee32a61f0049154cb7f48baaf083
R05E010,M,CAT,success,archive3595(1).tar,3670,R05E010_M_CAT,P05 StateFlux Round05 V4 | edge=R05E010 | LTKBID=LT03606 | compound=Ribociclib succinate | class=dealkylation | role=M | state=CAT | source=existing_xTB | smiles=CN(C)C(=O)c1cc2cnc(Nc3ccc(NCCNCC=O)cn3)nc2n1C1CCCC1,True,8,0,-1482.40793957,R05E010_M_CAT,LT03606,Ribociclib succinate,1.0,dealkylation,N-Dealkylation of mixed tertiary amine,1,2,existing_xTB,33,CN(C)C(=O)c1cc2cnc(Nc3ccc(NCCNCC=O)cn3)nc2n1C1CCCC1,output_round05_v4/qchem_inputs/wave_B_cation/R05E010_M_CAT.in,d73739492eef246238961fb82ab75b21912a2019d064c1cd7cb9c222ba0dfdb6
R05E010,M,N,success,archive3595(1).tar,3613,10m,P05 StateFlux Round05 V4 | edge=R05E010 | LTKBID=LT03606 | compound=Ribociclib succinate | class=dealkylation | role=M | state=N | source=existing_xTB | smiles=CN(C)C(=O)c1cc2cnc(Nc3ccc(NCCNCC=O)cn3)nc2n1C1CCCC1,True,8,0,-1482.58734943,R05E010_M_N,LT03606,Ribociclib succinate,1.0,dealkylation,N-Dealkylation of mixed tertiary amine,0,1,existing_xTB,33,CN(C)C(=O)c1cc2cnc(Nc3ccc(NCCNCC=O)cn3)nc2n1C1CCCC1,output_round05_v4/qchem_inputs/wave_A_neutral/R05E010_M_N.in,532cf83ba87222cdce80affae5fb83e148f9b0973ec701de493b893bb498b4de
R05E010,P,ANI,success,archive3595(1).tar,3719,R05E010_P_ANI,P05 StateFlux Round05 V4 | edge=R05E010 | LTKBID=LT03606 | compound=Ribociclib succinate | class=dealkylation | role=P | state=ANI | source=existing_xTB | smiles=CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,True,8,0,-1407.44966686,R05E010_P_ANI,LT03606,Ribociclib succinate,1.0,dealkylation,N-Dealkylation of mixed tertiary amine,-1,2,existing_xTB,32,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,output_round05_v4/qchem_inputs/wave_C_anion/R05E010_P_ANI.in,1b61cb35586f8ea93c54a875be3c413ed03cfaf6d927fe490048415540d5f4a9
R05E010,P,CAT,success,archive3595(1).tar,3671,R05E010_P_CAT,P05 StateFlux Round05 V4 | edge=R05E010 | LTKBID=LT03606 | compound=Ribociclib succinate | class=dealkylation | role=P | state=CAT | source=existing_xTB | smiles=CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,True,8,0,-1407.20953084,R05E010_P_CAT,LT03606,Ribociclib succinate,1.0,dealkylation,N-Dealkylation of mixed tertiary amine,1,2,existing_xTB,32,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,output_round05_v4/qchem_inputs/wave_B_cation/R05E010_P_CAT.in,d6b059543cf30417ab1f891670f9f451567f993396dd4d4f856c45d78435f86d
R05E010,P,N,success,archive3595(1).tar,3615,10pn,P05 StateFlux Round05 V4 | edge=R05E010 | LTKBID=LT03606 | compound=Ribociclib succinate | class=dealkylation | role=P | state=N | source=existing_xTB | smiles=CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,True,8,0,-1407.39175963,R05E010_P_N,LT03606,Ribociclib succinate,1.0,dealkylation,N-Dealkylation of mixed tertiary amine,0,1,existing_xTB,32,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,output_round05_v4/qchem_inputs/wave_A_neutral/R05E010_P_N.in,ff140acbda723908f84a92b547dfe63d1ca6a90539621b3e97c06037603980b3
R05E011,M,ANI,success,archive3595(1).tar,3720,R05E011_M_ANI,P05 StateFlux Round05 V4 | edge=R05E011 | LTKBID=LT00944 | compound=Fenoldopam mesylate | class=oxidation | role=M | state=ANI | source=existing_xTB | smiles=Oc1ccc(C2CNCCc3c(Cl)c(O)c(O)c(O)c32)cc1,True,8,0,-1434.89656793,R05E011_M_ANI,LT00944,Fenoldopam mesylate,0.0,oxidation,Hydroxylation of aromatic carbon para to halide group,-1,2,existing_xTB,22,Oc1ccc(C2CNCCc3c(Cl)c(O)c(O)c(O)c32)cc1,output_round05_v4/qchem_inputs/wave_C_anion/R05E011_M_ANI.in,be711fdfdd4abb6dd12dfc70451f1fefcc088ff7bd271dfcd23451f9a153672e
R05E011,M,CAT,success,archive3595(1).tar,3672,R05E011_M_CAT,P05 StateFlux Round05 V4 | edge=R05E011 | LTKBID=LT00944 | compound=Fenoldopam mesylate | class=oxidation | role=M | state=CAT | source=existing_xTB | smiles=Oc1ccc(C2CNCCc3c(Cl)c(O)c(O)c(O)c32)cc1,True,8,0,-1434.65866129,R05E011_M_CAT,LT00944,Fenoldopam mesylate,0.0,oxidation,Hydroxylation of aromatic carbon para to halide group,1,2,existing_xTB,22,Oc1ccc(C2CNCCc3c(Cl)c(O)c(O)c(O)c32)cc1,output_round05_v4/qchem_inputs/wave_B_cation/R05E011_M_CAT.in,444824e7e53298ead216f674388acadf3069be715824f636bf510455063b7579
R05E011,M,N,success,archive3595(1).tar,3616,R05E011_M_N,P05 StateFlux Round05 V4 | edge=R05E011 | LTKBID=LT00944 | compound=Fenoldopam mesylate | class=oxidation | role=M | state=N | source=existing_xTB | smiles=Oc1ccc(C2CNCCc3c(Cl)c(O)c(O)c(O)c32)cc1,True,8,0,-1434.87396227,R05E011_M_N,LT00944,Fenoldopam mesylate,0.0,oxidation,Hydroxylation of aromatic carbon para to halide group,0,1,existing_xTB,22,Oc1ccc(C2CNCCc3c(Cl)c(O)c(O)c(O)c32)cc1,output_round05_v4/qchem_inputs/wave_A_neutral/R05E011_M_N.in,992e0c8eac86fab41e8b7ff5f201f69a6d0d748889bae653160d6211c8b1bf1b
R05E011,P,ANI,success,archive3595(1).tar,3721,R05E011_P_ANI,P05 StateFlux Round05 V4 | edge=R05E011 | LTKBID=LT00944 | compound=Fenoldopam mesylate | class=oxidation | role=P | state=ANI | source=existing_xTB | smiles=Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1,True,8,0,-1359.69914512,R05E011_P_ANI,LT00944,Fenoldopam mesylate,0.0,oxidation,Hydroxylation of aromatic carbon para to halide group,-1,2,existing_xTB,21,Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1,output_round05_v4/qchem_inputs/wave_C_anion/R05E011_P_ANI.in,b27bba49937688a8f5d4a994d09d6281dbc228f97968997f5f3a8263d245b388
R05E011,P,CAT,success,archive3595(1).tar,3673,R05E011_P_CAT,P05 StateFlux Round05 V4 | edge=R05E011 | LTKBID=LT00944 | compound=Fenoldopam mesylate | class=oxidation | role=P | state=CAT | source=existing_xTB | smiles=Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1,True,8,0,-1359.46171345,R05E011_P_CAT,LT00944,Fenoldopam mesylate,0.0,oxidation,Hydroxylation of aromatic carbon para to halide group,1,2,existing_xTB,21,Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1,output_round05_v4/qchem_inputs/wave_B_cation/R05E011_P_CAT.in,45107eed471d8173ce7dc267c5653676b570db7e3a7f6e931f4e39946a6e8ca6
R05E011,P,N,success,archive3595(1).tar,3617,R05E011_P_N,P05 StateFlux Round05 V4 | edge=R05E011 | LTKBID=LT00944 | compound=Fenoldopam mesylate | class=oxidation | role=P | state=N | source=existing_xTB | smiles=Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1,True,8,0,-1359.6754978,R05E011_P_N,LT00944,Fenoldopam mesylate,0.0,oxidation,Hydroxylation of aromatic carbon para to halide group,0,1,existing_xTB,21,Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1,output_round05_v4/qchem_inputs/wave_A_neutral/R05E011_P_N.in,e06fffa299083f2cfbf59a00a5ef2f3b8dc8d598f554a7c7cf3e9828a6bd06f7
R05E012,M,ANI,success,archive3595(1).tar,3722,R05E012_M_ANI,P05 StateFlux Round05 V4 | edge=R05E012 | LTKBID=LT03643 | compound=Brivaracetam | class=oxidation | role=M | state=ANI | source=existing_xTB | smiles=C=C[C@@H](C(N)=O)N1C[C@H](CCC)CC1=O,True,8,0,-689.8310723,R05E012_M_ANI,LT03643,Brivaracetam,0.0,oxidation,Terminal desaturation,-1,2,existing_xTB,15,C=C[C@@H](C(N)=O)N1C[C@H](CCC)CC1=O,output_round05_v4/qchem_inputs/wave_C_anion/R05E012_M_ANI.in,f80408976ed7c59ed886a1f0d16ba2cd67f03815b58558fc2691eaf8bbbbfb44
R05E012,M,CAT,success,archive3595(1).tar,3674,R05E012_M_CAT,P05 StateFlux Round05 V4 | edge=R05E012 | LTKBID=LT03643 | compound=Brivaracetam | class=oxidation | role=M | state=CAT | source=existing_xTB | smiles=C=C[C@@H](C(N)=O)N1C[C@H](CCC)CC1=O,True,8,0,-689.55419542,R05E012_M_CAT,LT03643,Brivaracetam,0.0,oxidation,Terminal desaturation,1,2,existing_xTB,15,C=C[C@@H](C(N)=O)N1C[C@H](CCC)CC1=O,output_round05_v4/qchem_inputs/wave_B_cation/R05E012_M_CAT.in,0bf694f50d5346a81192118e1127d5a644d6b3ba511a19652e0db2426371111e
R05E012,M,N,success,archive3595(1).tar,3618,R05E012_M_N,P05 StateFlux Round05 V4 | edge=R05E012 | LTKBID=LT03643 | compound=Brivaracetam | class=oxidation | role=M | state=N | source=existing_xTB | smiles=C=C[C@@H](C(N)=O)N1C[C@H](CCC)CC1=O,True,8,0,-689.80768411,R05E012_M_N,LT03643,Brivaracetam,0.0,oxidation,Terminal desaturation,0,1,existing_xTB,15,C=C[C@@H](C(N)=O)N1C[C@H](CCC)CC1=O,output_round05_v4/qchem_inputs/wave_A_neutral/R05E012_M_N.in,098a7bfab812bc14503c37f8c46c7723c7dd6c17d3d0bc9114e0a8c1e6c2f75e
R05E012,P,ANI,success,archive3595(1).tar,3723,R05E012_P_ANI,P05 StateFlux Round05 V4 | edge=R05E012 | LTKBID=LT03643 | compound=Brivaracetam | class=oxidation | role=P | state=ANI | source=existing_xTB | smiles=CCC[C@@H]1CC(=O)N([C@@H](CC)C(N)=O)C1,True,8,0,-691.06000088,R05E012_P_ANI,LT03643,Brivaracetam,0.0,oxidation,Terminal desaturation,-1,2,existing_xTB,15,CCC[C@@H]1CC(=O)N([C@@H](CC)C(N)=O)C1,output_round05_v4/qchem_inputs/wave_C_anion/R05E012_P_ANI.in,db4ed079d6bde7d8cd8f4a7aec4d764428bcb5011a758a3437f80155225f7fb3
R05E012,P,CAT,success,archive3595(1).tar,3675,R05E012_P_CAT,P05 StateFlux Round05 V4 | edge=R05E012 | LTKBID=LT03643 | compound=Brivaracetam | class=oxidation | role=P | state=CAT | source=existing_xTB | smiles=CCC[C@@H]1CC(=O)N([C@@H](CC)C(N)=O)C1,True,8,0,-690.8051408,R05E012_P_CAT,LT03643,Brivaracetam,0.0,oxidation,Terminal desaturation,1,2,existing_xTB,15,CCC[C@@H]1CC(=O)N([C@@H](CC)C(N)=O)C1,output_round05_v4/qchem_inputs/wave_B_cation/R05E012_P_CAT.in,3fab31143b8bb1e214816401c702da128bb58ac29fc0dc0e9c466161cfdbdcda
R05E012,P,N,success,archive3595(1).tar,3619,R05E012_P_N,P05 StateFlux Round05 V4 | edge=R05E012 | LTKBID=LT03643 | compound=Brivaracetam | class=oxidation | role=P | state=N | source=existing_xTB | smiles=CCC[C@@H]1CC(=O)N([C@@H](CC)C(N)=O)C1,True,8,0,-691.05312115,R05E012_P_N,LT03643,Brivaracetam,0.0,oxidation,Terminal desaturation,0,1,existing_xTB,15,CCC[C@@H]1CC(=O)N([C@@H](CC)C(N)=O)C1,output_round05_v4/qchem_inputs/wave_A_neutral/R05E012_P_N.in,4a02b4fc83031b9b21b1c3ca385f9574e2fc78cec6f7985352f8ef2b405040b9
R05E013,M,ANI,success,archive3595(1).tar,3724,R05E013_M_ANI,P05 StateFlux Round05 V4 | edge=R05E013 | LTKBID=LT03770 | compound=Tecovirimat | class=oxidation | role=M | state=ANI | source=existing_xTB | smiles=O=C(NN1C(=O)[C@@H]2[C@@H]3C=C[C@@H]([C@H]4C[C@@H]34)[C@@H]2C1=O)C1=CC=C(C(F)(F)F)C2OC12,True,8,0,-1442.6180738,R05E013_M_ANI,LT03770,Tecovirimat,0.0,oxidation,Epoxidation of arene,-1,2,existing_xTB,28,O=C(NN1C(=O)[C@@H]2[C@@H]3C=C[C@@H]([C@H]4C[C@@H]34)[C@@H]2C1=O)C1=CC=C(C(F)(F)F)C2OC12,output_round05_v4/qchem_inputs/wave_C_anion/R05E013_M_ANI.in,d3d7f19c3e3191efdd1c2d48f18056e2fb5b3ed6fd9ded07c70688f247ad196b
R05E013,M,CAT,success,archive3595(1).tar,3676,R05E013_M_CAT,P05 StateFlux Round05 V4 | edge=R05E013 | LTKBID=LT03770 | compound=Tecovirimat | class=oxidation | role=M | state=CAT | source=existing_xTB | smiles=O=C(NN1C(=O)[C@@H]2[C@@H]3C=C[C@@H]([C@H]4C[C@@H]34)[C@@H]2C1=O)C1=CC=C(C(F)(F)F)C2OC12,True,8,0,-1442.25127231,R05E013_M_CAT,LT03770,Tecovirimat,0.0,oxidation,Epoxidation of arene,1,2,existing_xTB,28,O=C(NN1C(=O)[C@@H]2[C@@H]3C=C[C@@H]([C@H]4C[C@@H]34)[C@@H]2C1=O)C1=CC=C(C(F)(F)F)C2OC12,output_round05_v4/qchem_inputs/wave_B_cation/R05E013_M_CAT.in,fbae56b72c6c6c064dcf22af0bf91df45be7f0de151407e127e489f05cad878f
