row_id,compound,query_type,ok,query,status,error,source,CID,MolecularFormula,MolecularWeight,SMILES,ConnectivitySMILES,InChIKey,Title
LT03752,Safinamide mesylate,name,True,Safinamide mesylate,,,PubChem_name_property,3038502.0,C18H23FN2O5S,398.5,C[C@@H](C(=O)N)NCC1=CC=C(C=C1)OCC2=CC(=CC=C2)F.CS(=O)(=O)O,CC(C(=O)N)NCC1=CC=C(C=C1)OCC2=CC(=CC=C2)F.CS(=O)(=O)O,YKOCHIUQOBQIAC-YDALLXLXSA-N,Safinamide Mesylate
LT03753,Sarecycline hydrochloride,name,True,Sarecycline hydrochloride,,,PubChem_name_property,71296095.0,C24H30ClN3O8,524.0,CN(C)[C@H]1[C@@H]2C[C@@H]3CC4=C(C=CC(=C4C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O)CN(C)OC.Cl,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)CN(C)OC.Cl,JGPBDCKZLBSHOI-FIPJBXKNSA-N,Sarecycline Hydrochloride
LT01321,Sargramostim,chembl_id,False,CHEMBL1201670,200.0,,,,,,,,,
LT01321,Sargramostim,name,False,Sargramostim,,,,,,,,,,
LT01321,Sargramostim,ChEMBL_synonym,False,CHEMBL1201670,,,,,,,,,,
LT03143,Secnidazole,name,True,Secnidazole,,,PubChem_name_property,71815.0,C7H11N3O3,185.18,CC1=NC=C(N1CC(C)O)[N+](=O)[O-],CC1=NC=C(N1CC(C)O)[N+](=O)[O-],KPQZUUQMTUIKBP-UHFFFAOYSA-N,Secnidazole
LT03754,Selenious acid,name,True,Selenious acid,,,PubChem_name_property,1091.0,H2O3Se,128.99,O[Se](=O)O,O[Se](=O)O,MCAHWIHFGHIESP-UHFFFAOYSA-N,Selenious Acid
LT03755,Selexipag,name,True,Selexipag,,,PubChem_name_property,9913767.0,C26H32N4O4S,496.6,CC(C)N(CCCCOCC(=O)NS(=O)(=O)C)C1=CN=C(C(=N1)C2=CC=CC=C2)C3=CC=CC=C3,CC(C)N(CCCCOCC(=O)NS(=O)(=O)C)C1=CN=C(C(=N1)C2=CC=CC=C2)C3=CC=CC=C3,QXWZQTURMXZVHJ-UHFFFAOYSA-N,Selexipag
LT03756,Selinexor,name,True,Selinexor,,,PubChem_name_property,71481097.0,C17H11F6N7O,443.3,C1=CN=C(C=N1)NNC(=O)/C=C\N2C=NC(=N2)C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F,C1=CN=C(C=N1)NNC(=O)C=CN2C=NC(=N2)C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F,DEVSOMFAQLZNKR-RJRFIUFISA-N,Selinexor
LT03757,Selpercatinib,name,True,Selpercatinib,,,PubChem_name_property,134436906.0,C29H31N7O3,525.6,CC(C)(COC1=CN2C(=C(C=N2)C#N)C(=C1)C3=CN=C(C=C3)N4CC5CC(C4)N5CC6=CN=C(C=C6)OC)O,CC(C)(COC1=CN2C(=C(C=N2)C#N)C(=C1)C3=CN=C(C=C3)N4CC5CC(C4)N5CC6=CN=C(C=C6)OC)O,XIIOFHFUYBLOLW-UHFFFAOYSA-N,Selpercatinib
LT03758,Selumetinib sulfate,name,True,Selumetinib sulfate,,,PubChem_name_property,16214875.0,C17H17BrClFN4O7S,555.8,CN1C=NC2=C1C=C(C(=C2F)NC3=C(C=C(C=C3)Br)Cl)C(=O)NOCCO.OS(=O)(=O)O,CN1C=NC2=C1C=C(C(=C2F)NC3=C(C=C(C=C3)Br)Cl)C(=O)NOCCO.OS(=O)(=O)O,GRKFGZYYYYISDX-UHFFFAOYSA-N,Selumetinib Sulfate
LT03759,Semaglutide,name,True,Semaglutide,,,PubChem_name_property,56843331.0,C187H291N45O59,4114.0,CC[C@H](C)[C@@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)O)NC(=O)[C@H](CC3=CC=CC=C3)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCNC(=O)COCCOCCNC(=O)COCCOCCNC(=O)CC[C@H](C(=O)O)NC(=O)CCCCCCCCCCCCCCCCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)N)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC4=CC=C(C=C4)O)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC5=CC=CC=C5)NC(=O)[C@H]([C@@H](C)O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)C(C)(C)NC(=O)[C@H](CC6=CN=CN6)N,CCC(C)C(C(=O)NC(C)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)O)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CCC(=O)O)NC(=O)C(CCCCNC(=O)COCCOCCNC(=O)COCCOCCNC(=O)CCC(C(=O)O)NC(=O)CCCCCCCCCCCCCCCCC(=O)O)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CCC(=O)N)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(C(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC5=CC=CC=C5)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(C)(C)NC(=O)C(CC6=CN=CN6)N,DLSWIYLPEUIQAV-CCUURXOWSA-N,Semaglutide
LT03760,Setmelanotide acetate,name,True,Setmelanotide acetate,,,PubChem_name_property,155491122.0,C55H80N18O15S2,1297.5,C[C@@H]1C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CSSC[C@@H](C(=O)N1)NC(=O)[C@H](CCCN=C(N)N)NC(=O)C)C(=O)N)CC2=CNC3=CC=CC=C32)CCCN=C(N)N)CC4=CC=CC=C4)CC5=CN=CN5.CC(=O)O.CC(=O)O.CC(=O)O,CC1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)N1)NC(=O)C(CCCN=C(N)N)NC(=O)C)C(=O)N)CC2=CNC3=CC=CC=C32)CCCN=C(N)N)CC4=CC=CC=C4)CC5=CN=CN5.CC(=O)O.CC(=O)O.CC(=O)O,PILXXDANZBQUJH-AKVBKPKISA-N,Setmelanotide acetate
LT02171,Simethicone-cellulose,chembl_id,False,CHEMBL4297192,200.0,,,,,,,,,
LT02171,Simethicone-cellulose,name,False,Simethicone-cellulose,,,,,,,,,,
LT02171,Simethicone-cellulose,ChEMBL_synonym,False,CHEMBL4297192,,,,,,,,,,
LT03761,Siponimod,name,True,Siponimod,,,PubChem_name_property,44599207.0,C29H35F3N2O3,516.6,CCC1=C(C=CC(=C1)/C(=N/OCC2=CC(=C(C=C2)C3CCCCC3)C(F)(F)F)/C)CN4CC(C4)C(=O)O,CCC1=C(C=CC(=C1)C(=NOCC2=CC(=C(C=C2)C3CCCCC3)C(F)(F)F)C)CN4CC(C4)C(=O)O,KIHYPELVXPAIDH-HNSNBQBZSA-N,Siponimod
LT03914,Sodium fluoride f-18,name,True,Sodium fluoride f-18,,,PubChem_name_property,23690531.0,FNa,40.990707,[18F-].[Na+],[F-].[Na+],PUZPDOWCWNUUKD-ULWFUOSBSA-M,Sodium Fluoride F-18
LT00880,Sodium nitroprusside,chembl_id,False,CHEMBL2097081,200.0,,,,,,,,,
LT00880,Sodium nitroprusside,name,True,Sodium nitroprusside,,,PubChem_name_property,11953895.0,C5H4FeN6Na2O3,297.95,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[N-]=O.O.O.[Na+].[Na+].[Fe+4],[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[N-]=O.O.O.[Na+].[Na+].[Fe+4],XRKMNJXYOFSTBE-UHFFFAOYSA-N,Sodium nitroprusside dihydrate
LT00480,Sodium oxybate,CAS,True,202402-01-5,,,PubChem_name_property,10221200.0,C13H16F3NO2,275.27,COCCCC(=O)NCC1=CC=C(C=C1)C(F)(F)F,COCCCC(=O)NCC1=CC=C(C=C1)C(F)(F)F,QLZOWJNFLXSDSH-UHFFFAOYSA-N,Get-73
LT02343,Sodium phenylbutyrate,CAS,True,1821-12-1,,,PubChem_name_property,4775.0,C10H12O2,164.2,C1=CC=C(C=C1)CCCC(=O)O,C1=CC=C(C=C1)CCCC(=O)O,OBKXEAXTFZPCHS-UHFFFAOYSA-N,4-Phenylbutyric Acid
LT00801,Sodium polystyrene sulfonate,chembl_id,False,CHEMBL1201484,200.0,,,,,,,,,
LT00801,Sodium polystyrene sulfonate,name,False,Sodium polystyrene sulfonate,,,,,,,,,,
LT00801,Sodium polystyrene sulfonate,ChEMBL_synonym,False,CHEMBL1201484,,,,,,,,,,
LT00439,Sodium thiosulfate,name,True,Sodium thiosulfate,,,PubChem_name_property,24477.0,Na2O3S2,158.11,[O-]S(=O)(=S)[O-].[Na+].[Na+],[O-]S(=O)(=S)[O-].[Na+].[Na+],AKHNMLFCWUSKQB-UHFFFAOYSA-L,Sodium Thiosulfate
LT03762,Sodium zirconium cyclosilicate,name,True,Sodium zirconium cyclosilicate,,,PubChem_name_property,155804812.0,Na2O9Si3Zr,365.45,[O-][Si]1(O[Si](O[Si](O1)([O-])[O-])([O-])[O-])[O-].[Na+].[Na+].[Zr+4],[O-][Si]1(O[Si](O[Si](O1)([O-])[O-])([O-])[O-])[O-].[Na+].[Na+].[Zr+4],QMLIRKACNOVYNW-UHFFFAOYSA-N,Sodium Zirconium Cyclosilicate
LT02901,Sofosbuvir,name,True,Sofosbuvir,,,PubChem_name_property,45375808.0,C22H29FN3O9P,529.5,C[C@@H](C(=O)OC(C)C)N[P@](=O)(OC[C@@H]1[C@H]([C@@]([C@@H](O1)N2C=CC(=O)NC2=O)(C)F)O)OC3=CC=CC=C3,CC(C)OC(=O)C(C)NP(=O)(OCC1C(C(C(O1)N2C=CC(=O)NC2=O)(C)F)O)OC3=CC=CC=C3,TTZHDVOVKQGIBA-IQWMDFIBSA-N,Sofosbuvir
LT03763,Solriamfetol hydrochloride,name,True,Solriamfetol hydrochloride,,,PubChem_name_property,67583702.0,C10H15ClN2O2,230.69,C1=CC=C(C=C1)C[C@H](COC(=O)N)N.Cl,C1=CC=C(C=C1)CC(COC(=O)N)N.Cl,KAOVAAHCFNYXNJ-SBSPUUFOSA-N,Solriamfetol Hydrochloride
LT00888,Somatropin,chembl_id,False,CHEMBL1201621,200.0,,,,,,,,,
LT00888,Somatropin,name,False,Somatropin,,,,,,,,,,
LT00888,Somatropin,ChEMBL_synonym,False,CHEMBL1201621,,,,,,,,,,
LT03764,Sonidegib phosphate,name,True,Sonidegib phosphate,,,PubChem_name_property,45138699.0,C26H32F3N3O11P2,681.5,C[C@@H]1CN(C[C@@H](O1)C)C2=NC=C(C=C2)NC(=O)C3=CC=CC(=C3C)C4=CC=C(C=C4)OC(F)(F)F.OP(=O)(O)O.OP(=O)(O)O,CC1CN(CC(O1)C)C2=NC=C(C=C2)NC(=O)C3=CC=CC(=C3C)C4=CC=C(C=C4)OC(F)(F)F.OP(=O)(O)O.OP(=O)(O)O,RWIVSVMMGFFZIJ-VWDRLOGHSA-N,Sonidegib Phosphate
LT03765,Sotorasib,name,True,Sotorasib,,,PubChem_name_property,137278711.0,C30H30F2N6O3,560.6,C[C@H]1CN(CCN1C2=NC(=O)N(C3=NC(=C(C=C32)F)C4=C(C=CC=C4F)O)C5=C(C=CN=C5C(C)C)C)C(=O)C=C,CC1CN(CCN1C2=NC(=O)N(C3=NC(=C(C=C32)F)C4=C(C=CC=C4F)O)C5=C(C=CN=C5C(C)C)C)C(=O)C=C,NXQKSXLFSAEQCZ-SFHVURJKSA-N,Sotorasib
LT02728,Stiripentol,name,True,Stiripentol,,,PubChem_name_property,5311454.0,C14H18O3,234.29,CC(C)(C)C(/C=C/C1=CC2=C(C=C1)OCO2)O,CC(C)(C)C(C=CC1=CC2=C(C=C1)OCO2)O,IBLNKMRFIPWSOY-FNORWQNLSA-N,Stiripentol
LT03224,Sugammadex sodium,name,True,Sugammadex sodium,,,PubChem_name_property,6918584.0,C72H104Na8O48S8,2178.0,C(CSC[C@@H]1[C@@H]2[C@@H]([C@H]([C@H](O1)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@@H]([C@@H]([C@H]5O)O)O[C@@H]6[C@H](O[C@@H]([C@@H]([C@H]6O)O)O[C@@H]7[C@H](O[C@@H]([C@@H]([C@H]7O)O)O[C@@H]8[C@H](O[C@@H]([C@@H]([C@H]8O)O)O[C@@H]9[C@H](O[C@H](O2)[C@@H]([C@H]9O)O)CSCCC(=O)[O-])CSCCC(=O)[O-])CSCCC(=O)[O-])CSCCC(=O)[O-])CSCCC(=O)[O-])CSCCC(=O)[O-])CSCCC(=O)[O-])O)O)C(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],C(CSCC1C2C(C(C(O1)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)OC6C(OC(C(C6O)O)OC7C(OC(C(C7O)O)OC8C(OC(C(C8O)O)OC9C(OC(O2)C(C9O)O)CSCCC(=O)[O-])CSCCC(=O)[O-])CSCCC(=O)[O-])CSCCC(=O)[O-])CSCCC(=O)[O-])CSCCC(=O)[O-])CSCCC(=O)[O-])O)O)C(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],KMGKABOMYQLLDJ-VKHHSAQNSA-F,Sugammadex Sodium
LT03766,Suvorexant,name,True,Suvorexant,,,PubChem_name_property,24965990.0,C23H23ClN6O2,450.9,C[C@@H]1CCN(CCN1C(=O)C2=C(C=CC(=C2)C)N3N=CC=N3)C4=NC5=C(O4)C=CC(=C5)Cl,CC1CCN(CCN1C(=O)C2=C(C=CC(=C2)C)N3N=CC=N3)C4=NC5=C(O4)C=CC(=C5)Cl,JYTNQNCOQXFQPK-MRXNPFEDSA-N,Suvorexant
LT03576,Tafamidis meglumine,name,True,Tafamidis meglumine,,,PubChem_name_property,24970412.0,C21H24Cl2N2O8,503.3,CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O.C1=CC2=C(C=C1C(=O)O)OC(=N2)C3=CC(=CC(=C3)Cl)Cl,CNCC(C(C(C(CO)O)O)O)O.C1=CC2=C(C=C1C(=O)O)OC(=N2)C3=CC(=CC(=C3)Cl)Cl,DQJDBUPLRMRBAB-WZTVWXICSA-N,Tafamidis Meglumine
LT03898,Tafenoquine succinate,name,True,Tafenoquine succinate,,,PubChem_name_property,163761.0,C28H34F3N3O7,581.6,CC1=CC(=NC2=C1C(=C(C=C2NC(C)CCCN)OC)OC3=CC=CC(=C3)C(F)(F)F)OC.C(CC(=O)O)C(=O)O,CC1=CC(=NC2=C1C(=C(C=C2NC(C)CCCN)OC)OC3=CC=CC(=C3)C(F)(F)F)OC.C(CC(=O)O)C(=O)O,CQBKFGJRAOXYIP-UHFFFAOYSA-N,Tafenoquine Succinate
LT03768,Talazoparib tosylate,name,True,Talazoparib tosylate,,,PubChem_name_property,135565654.0,C26H22F2N6O4S,552.6,CC1=CC=C(C=C1)S(=O)(=O)O.CN1C(=NC=N1)[C@@H]2[C@H](NC3=CC(=CC4=C3C2=NNC4=O)F)C5=CC=C(C=C5)F,CC1=CC=C(C=C1)S(=O)(=O)O.CN1C(=NC=N1)C2C(NC3=CC(=CC4=C3C2=NNC4=O)F)C5=CC=C(C=C5)F,QUQKKHBYEFLEHK-QNBGGDODSA-N,Talazoparib Tosylate
LT02884,Tasimelteon,name,True,Tasimelteon,,,PubChem_name_property,10220503.0,C15H19NO2,245.32,CCC(=O)NC[C@@H]1C[C@H]1C2=C3CCOC3=CC=C2,CCC(=O)NCC1CC1C2=C3CCOC3=CC=C2,PTOIAAWZLUQTIO-GXFFZTMASA-N,Tasimelteon
LT03769,Tazemetostat hydrobromide,name,True,Tazemetostat hydrobromide,,,PubChem_name_property,71761627.0,C34H45BrN4O4,653.6,CCN(C1CCOCC1)C2=CC(=CC(=C2C)C(=O)NCC3=C(C=C(NC3=O)C)C)C4=CC=C(C=C4)CN5CCOCC5.Br,CCN(C1CCOCC1)C2=CC(=CC(=C2C)C(=O)NCC3=C(C=C(NC3=O)C)C)C4=CC=C(C=C4)CN5CCOCC5.Br,UQRICAQPWZSJNF-UHFFFAOYSA-N,Tazemetostat Hydrobromide
LT03770,Tecovirimat,name,True,Tecovirimat,,,PubChem_name_property,16124688.0,C19H15F3N2O3,376.3,C1[C@@H]2[C@H]1[C@@H]3C=C[C@H]2[C@@H]4[C@H]3C(=O)N(C4=O)NC(=O)C5=CC=C(C=C5)C(F)(F)F,C1C2C1C3C=CC2C4C3C(=O)N(C4=O)NC(=O)C5=CC=C(C=C5)C(F)(F)F,CSKDFZIMJXRJGH-VWLPUNTISA-N,Tecovirimat
LT03771,Tedizolid phosphate,name,True,Tedizolid phosphate,,,PubChem_name_property,11476460.0,C17H16FN6O6P,450.3,CN1N=C(N=N1)C2=NC=C(C=C2)C3=C(C=C(C=C3)N4C[C@@H](OC4=O)COP(=O)(O)O)F,CN1N=C(N=N1)C2=NC=C(C=C2)C3=C(C=C(C=C3)N4CC(OC4=O)COP(=O)(O)O)F,QCGUSIANLFXSGE-GFCCVEGCSA-N,Tedizolid Phosphate
LT03772,Telotristat etiprate,name,True,Telotristat etiprate,,,PubChem_name_property,25253377.0,C36H35ClF3N7O6,754.2,CCOC(=O)[C@H](CC1=CC=C(C=C1)C2=CC(=NC(=N2)N)O[C@H](C3=C(C=C(C=C3)Cl)N4C=CC(=N4)C)C(F)(F)F)N.C1=CC=C(C=C1)C(=O)NCC(=O)O,CCOC(=O)C(CC1=CC=C(C=C1)C2=CC(=NC(=N2)N)OC(C3=C(C=C(C=C3)Cl)N4C=CC(=N4)C)C(F)(F)F)N.C1=CC=C(C=C1)C(=O)NCC(=O)O,XSFPZBUIBYMVEA-CELUQASASA-N,Telotristat Etiprate
LT03773,Tenapanor hydrochloride,name,True,Tenapanor hydrochloride,,,PubChem_name_property,78131177.0,C50H68Cl6N8O10S2,1218.0,CN1C[C@H](C2=C(C1)C(=CC(=C2)Cl)Cl)C3=CC(=CC=C3)S(=O)(=O)NCCOCCOCCNC(=O)NCCCCNC(=O)NCCOCCOCCNS(=O)(=O)C4=CC=CC(=C4)[C@@H]5CN(CC6=C5C=C(C=C6Cl)Cl)C.Cl.Cl,CN1CC(C2=C(C1)C(=CC(=C2)Cl)Cl)C3=CC(=CC=C3)S(=O)(=O)NCCOCCOCCNC(=O)NCCCCNC(=O)NCCOCCOCCNS(=O)(=O)C4=CC=CC(=C4)C5CN(CC6=C5C=C(C=C6Cl)Cl)C.Cl.Cl,VFRAXTZDILCRKY-OWRGXFNZSA-N,Tenapanor Hydrochloride
LT01360,Tenecteplase,chembl_id,False,CHEMBL2108791,200.0,,,,,,,,,
LT01360,Tenecteplase,name,False,Tenecteplase,,,,,,,,,,
LT01360,Tenecteplase,ChEMBL_synonym,False,CHEMBL2108791,,,,,,,,,,
LT03775,Tepotinib hydrochloride,name,True,Tepotinib hydrochloride,,,PubChem_name_property,46700774.0,C29H31ClN6O3,547.0,CN1CCC(CC1)COC2=CN=C(N=C2)C3=CC=CC(=C3)CN4C(=O)C=CC(=N4)C5=CC=CC(=C5)C#N.O.Cl,CN1CCC(CC1)COC2=CN=C(N=C2)C3=CC=CC(=C3)CN4C(=O)C=CC(=N4)C5=CC=CC(=C5)C#N.O.Cl,KZVOMLRKFJUTLK-UHFFFAOYSA-N,Tepotinib Hydrochloride
LT02397,Teriflunomide,name,True,Teriflunomide,,,PubChem_name_property,54684141.0,C12H9F3N2O2,270.21,C/C(=C(\C#N)/C(=O)NC1=CC=C(C=C1)C(F)(F)F)/O,CC(=C(C#N)C(=O)NC1=CC=C(C=C1)C(F)(F)F)O,UTNUDOFZCWSZMS-YFHOEESVSA-N,Teriflunomide
LT01858,Tetrabamate,name,True,Tetrabamate,,,PubChem_name_property,57394584.0,C60H81N9O18,1216.3,CCCCCOC(CN1C(=O)C(C(=O)N(C1=O)CC(COCCCC)OC(=O)N)(CC)C2=CC=CC=C2)OC(=O)N.CCCCOCC(CN1C(=O)C(C(=O)NC1=O)(CC)C2=CC=CC=C2)OC(=O)N.CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2,CCCCCOC(CN1C(=O)C(C(=O)N(C1=O)CC(COCCCC)OC(=O)N)(CC)C2=CC=CC=C2)OC(=O)N.CCCCOCC(CN1C(=O)C(C(=O)NC1=O)(CC)C2=CC=CC=C2)OC(=O)N.CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2,YADPKIAGCVAODE-UHFFFAOYSA-N,Tetrabamate
LT00751,Thyrotropin alfa,chembl_id,False,CHEMBL1201533,200.0,,,,,,,,,
LT00751,Thyrotropin alfa,name,False,Thyrotropin alfa,,,,,,,,,,
LT00751,Thyrotropin alfa,ChEMBL_synonym,False,CHEMBL1201533,,,,,,,,,,
LT02413,Ticagrelor,name,True,Ticagrelor,,,PubChem_name_property,9871419.0,C23H28F2N6O4S,522.6,CCCSC1=NC(=C2C(=N1)N(N=N2)[C@@H]3C[C@@H]([C@H]([C@H]3O)O)OCCO)N[C@@H]4C[C@H]4C5=CC(=C(C=C5)F)F,CCCSC1=NC(=C2C(=N1)N(N=N2)C3CC(C(C3O)O)OCCO)NC4CC4C5=CC(=C(C=C5)F)F,OEKWJQXRCDYSHL-FNOIDJSQSA-N,Ticagrelor
LT00973,Tinzaparin sodium,chembl_id,False,CHEMBL1201414,200.0,,,,,,,,,
LT00973,Tinzaparin sodium,name,False,Tinzaparin sodium,,,,,,,,,,
LT00973,Tinzaparin sodium,name,False,Tinzaparin,,,,,,,,,,
LT00973,Tinzaparin sodium,ChEMBL_synonym,False,CHEMBL1201414,,,,,,,,,,
LT03776,Tivozanib hydrochloride,name,True,Tivozanib hydrochloride,,,PubChem_name_property,11547978.0,C22H22Cl2N4O6,509.3,CC1=CC(=NO1)NC(=O)NC2=C(C=C(C=C2)OC3=C4C=C(C(=CC4=NC=C3)OC)OC)Cl.O.Cl,CC1=CC(=NO1)NC(=O)NC2=C(C=C(C=C2)OC3=C4C=C(C(=CC4=NC=C3)OC)OC)Cl.O.Cl,RQXMKRRBJITKRN-UHFFFAOYSA-N,Tivozanib Hydrochloride
LT02392,Tofacitinib citrate,name,True,Tofacitinib citrate,,,PubChem_name_property,10174505.0,C22H28N6O8,504.5,C[C@@H]1CCN(C[C@@H]1N(C)C2=NC=NC3=C2C=CN3)C(=O)CC#N.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,CC1CCN(CC1N(C)C2=NC=NC3=C2C=CN3)C(=O)CC#N.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,SYIKUFDOYJFGBQ-YLAFAASESA-N,Tofacitinib Citrate
LT02903,Trametinib dimethyl sulfoxide,name,True,Trametinib dimethyl sulfoxide,,,PubChem_name_property,50992434.0,C28H29FIN5O5S,693.5,CC1=C2C(=C(N(C1=O)C)NC3=C(C=C(C=C3)I)F)C(=O)N(C(=O)N2C4=CC=CC(=C4)NC(=O)C)C5CC5.CS(=O)C,CC1=C2C(=C(N(C1=O)C)NC3=C(C=C(C=C3)I)F)C(=O)N(C(=O)N2C4=CC=CC(=C4)NC(=O)C)C5CC5.CS(=O)C,OQUFJVRYDFIQBW-UHFFFAOYSA-N,Trametinib Dimethyl Sulfoxide
LT01352,Trastuzumab,chembl_id,False,CHEMBL1201585,200.0,,,,,,,,,
LT01352,Trastuzumab,name,False,Trastuzumab,,,,,,,,,,
LT01352,Trastuzumab,ChEMBL_synonym,False,CHEMBL1201585,,,,,,,,,,
LT03076,Triclabendazole,name,True,Triclabendazole,,,PubChem_name_property,50248.0,C14H9Cl3N2OS,359.7,CSC1=NC2=CC(=C(C=C2N1)Cl)OC3=C(C(=CC=C3)Cl)Cl,CSC1=NC2=CC(=C(C=C2N1)Cl)OC3=C(C(=CC=C3)Cl)Cl,NQPDXQQQCQDHHW-UHFFFAOYSA-N,Triclabendazole
LT00375,Trientine hydrochloride,name,True,Trientine hydrochloride,,,PubChem_name_property,71433.0,C6H20Cl2N4,219.15,C(CNCCNCCN)N.Cl.Cl,C(CNCCNCCN)N.Cl.Cl,WYHIICXRPHEJKI-UHFFFAOYSA-N,Trientine Hydrochloride
LT03777,Triheptanoin,name,True,Triheptanoin,,,PubChem_name_property,69286.0,C24H44O6,428.6,CCCCCCC(=O)OCC(COC(=O)CCCCCC)OC(=O)CCCCCC,CCCCCCC(=O)OCC(COC(=O)CCCCCC)OC(=O)CCCCCC,PJHKBYALYHRYSK-UHFFFAOYSA-N,Triheptanoin
LT03778,Trilaciclib dihydrochloride,name,True,Trilaciclib dihydrochloride,,,PubChem_name_property,124081865.0,C24H32Cl2N8O,519.5,CN1CCN(CC1)C2=CN=C(C=C2)NC3=NC=C4C=C5C(=O)NCC6(N5C4=N3)CCCCC6.Cl.Cl,CN1CCN(CC1)C2=CN=C(C=C2)NC3=NC=C4C=C5C(=O)NCC6(N5C4=N3)CCCCC6.Cl.Cl,BRCYOXKEDFAUSA-UHFFFAOYSA-N,Trilaciclib dihydrochloride
LT00460,Triptorelin pamoate,name,True,Triptorelin pamoate,,,PubChem_name_property,25074469.0,C87H98N18O19,1699.8,CC(C)C[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NCC(=O)N)NC(=O)[C@@H](CC2=CNC3=CC=CC=C32)NC(=O)[C@H](CC4=CC=C(C=C4)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC5=CNC6=CC=CC=C65)NC(=O)[C@H](CC7=CN=CN7)NC(=O)[C@@H]8CCC(=O)N8.C1=CC=C2C(=C1)C=C(C(=C2CC3=C(C(=CC4=CC=CC=C43)C(=O)O)O)O)C(=O)O,CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(=O)N)NC(=O)C(CC2=CNC3=CC=CC=C32)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CC5=CNC6=CC=CC=C65)NC(=O)C(CC7=CN=CN7)NC(=O)C8CCC(=O)N8.C1=CC=C2C(=C1)C=C(C(=C2CC3=C(C(=CC4=CC=CC=C43)C(=O)O)O)O)C(=O)O,ZBVJFYPGLGEMIN-OYLNGHKZSA-N,Triptorelin Pamoate
LT03779,Tucatinib,name,True,Tucatinib,,,PubChem_name_property,51039094.0,C26H24N8O2,480.5,CC1=C(C=CC(=C1)NC2=NC=NC3=C2C=C(C=C3)NC4=NC(CO4)(C)C)OC5=CC6=NC=NN6C=C5,CC1=C(C=CC(=C1)NC2=NC=NC3=C2C=C(C=C3)NC4=NC(CO4)(C)C)OC5=CC6=NC=NN6C=C5,SDEAXTCZPQIFQM-UHFFFAOYSA-N,Tucatinib
